product_name,cost,helpful_count,color,date,rating,content,is_verified
Beats Pill,149.95,0,Gold,2024-08-23,5,"Simply amazingThis little speaker is LOUD, amazing sound quality! Highly recommend",True
Beats Pill,149.95,1,Black,2024-08-15,5,"Beats by Dre pillThe media could not be loaded. Hey guys, so I just received mine right now and I just barely ordered it not a few hours ago. I gotta say excellent delivery package came in well condition and brand new. What can I say? I thought the speaker was going to be a little bit smaller but it’s actually the right perfect size !$! Precisely myself A big fan of Dr. Dre beats I gotta say Excellent job in bringing back the beats pill ! 💯💪🏆 Can’t wait to test this bad boy Specially, for work So go get yourself one if you haven’t so….i am Definitely gonna buy myself another one next payday.",True
Beats Pill,149.95,0,Black,2024-08-17,5,Great SoundPerfect sounds and a single charge last a long time. My favorite portable speaker purchase to date.,True
Beats Pill,149.95,1,Black,2024-07-28,5,"Premium portable speakerMy original Wonderboom finally gave up so I bought the Beats Pill. I was blown away by the balanced sound for all genre of music. Bass is well balanced with Treble and does not try to be more than what a small speaker can do. Very impressed, and highly recommend this speaker.",True
Beats Pill,149.95,0,Black,2024-08-26,5,5Buenardo,True
Beats Pill,149.95,1,Gold,2024-08-06,5,"Beats pillGreat product, also very sturdy it survived a drop with only a little cosmetic damage. Otherwise it works great and is loud with alot of bass",True
Beats Pill,149.95,0,Black,2024-08-15,5,WowThis thing hits you will not be disappointed,True
Beats Pill,149.95,5,Gold,2024-07-19,5,"Amazing sound for the sizeThis 2 pound speaker sounds insane for its size. It’s almost as loud as my jbl Xtreme 2. At lower volumes the music is balanced and you can hear details in the notes that definitely sound high-fi and high end. Well worth 150, better yet buy two for 300.",True
Beats Pill,149.95,2,Red,2024-08-14,5,"Works greatGreat sound, great battery life.",True
Beats Pill,149.95,2,Black,2024-06-30,5,Amazing sound quality and worth the moneyI have been using the beats pill 2024 for the last couple of days and it has been a really good sounding speaker. It outclasses other speakers in the price range and even few of the larger party speakers. The volume of this speaker is mind blowing though it might be bit harsh in a closed room. Bass is absolutely great and overall the speaker is very balanced. It is worth every penny.,True
Beats Pill,149.95,1,Black,2024-08-08,5,Need a pill?Best one yet! This thing puts out good music!,True
Beats Pill,149.95,12,Black,2024-06-29,5,"New Beats Pill is awesome!This speaker has incredible sound and bass for its size. In fact it sounds much better than my Sonos Roam 2 and JBL Flip 6, which the latter I’ve always considered a good sounding speaker. The microphone is a great addition for calls. You won’t be disappointed with this speaker. Thinking about buying another to pair in stereo. I wish they had an app for this Beats speaker with EQ. The Pill+ app doesn’t seem tonairj with the new Pill.Update: purchased another to pair in stereo. Incredible sound!",True
Beats Pill,149.95,1,Black,2024-07-20,5,Grandson loves it!This was a gift for our grandson for his 17th birthday. He loves it. It has great sound and he's really enjoying it.,True
Beats Pill,149.95,1,Gold,2024-07-29,5,If You Like It LoudExcellent sound and clarity even at the highest volume.,True
Beats Pill,149.95,0,Gold,2024-09-01,3,Overpriced.Wait for a sale because while it sounds good at half volume anything above that starts to immediately diminish the sound quality. The battery also doesn’t long at louder volume. Nothing at this price range is perfect but I think for MSRP it’s too expensive. All the big reviewers are praising this but the smaller reviewers all brought these issues up so look at those reviews when deciding if this is right for you.,True
Beats Pill,149.95,1,Black,2024-08-03,5,SuperGreat sound,True
Beats Pill,149.95,2,Red,2024-07-13,5,Awesome speakerI love how well it integrates with iPhone and sounds great. Pretty cool how it can charge your phone and vice versa. The controls feel premium and very worth the price.,True
Beats Pill,149.95,1,Black,2024-07-18,5,Perfect SoundVery easy to connect and great sound quality. Perfect for gifts and around the house.,True
Beats Pill,149.95,1,Black,2024-07-19,5,Everything I was expecting and moreThe sound is great for the size and the battery life is great!,True
Beats Pill,149.95,1,Gold,2024-07-14,5,"Best small portable speakerIt sounds better than a jbl flip6, it has excellent sound quality. It's just perfect",True
Beats Pill,149.95,0,Red,2024-07-27,5,Beats pillAwesome,True
Beats Pill,149.95,1,Black,2024-07-19,5,Best sound as expectedCompact sound is awesome,True
Beats Pill,149.95,1,Gold,2024-07-07,5,Nice speakerGood overall sound quality. Returned the soundcore motion 300 for this one,True
Beats Pill,149.95,0,Gold,2024-07-14,5,Me gusta muchoExcelente,True
Beats Pill,149.95,2,Red,2024-07-04,5,"Impressive, mechanical masterpieceI think this was a well done refresh, great quality, decent bass and simple interface.",True
Beats Pill,149.95,1,Black,2024-07-03,5,Exactly what I wanted!Sounds fantastic with no connection issues. Very happy with purchase.,True
Beats Pill,149.95,1,Black,2024-07-01,5,worth it the purchaseworth it the purchase a 100% porcent,True
Beats Pill,149.95,0,Black,2024-06-30,5,Love itSounds amazing,True
Beats Pill,149.95,1,Gold,2024-07-26,2,50% goodIt’s not bad at lower a volume it’s not good at max but it’s loud with no bass and the call I had to shout lol it needs a up date,True
Beats Pill,149.95,0,Black,2024-08-29,1,"Why?Long time apple customer. Their product philosophy still a complete mystery to me. Bought several home pods, never could get them to work as expected. Hardware-wise they are amazing and sound great. Good luck getting them to play what you want. Despite the sunk cost of home pods, decided to give Beats a try. Same problems. Can't control it from Apple music. When I turn it on, it starts playing music from somewhere else and I have no idea what it is doing. Not a techno luddite. Have experience as programmer. If it is a mystery to me, probably a mystery to everyone else too. Shame on Apple...",True
Beats Pill,149.95,4,Gold,2024-07-01,2,Good functionality butToo much bass and voice distorts on full Volume.I find Earfun Uboom L is better.,True
Beats Pill,149.95,3,Black,2024-07-30,1,"WorstIf you try to use Siri, you have to be right next to the speaker, it deflex Siri from the phone. So if you’re cooking and your phone is next to you and you say Siri, what time Is it and the speaker is on the other side of the room it won’t work because she won’t be able to hear you, because her ears are the speaker",True
Beats Pill,149.95,0,Red,2024-08-26,1,OpenedOpen and no charging cable couldn’t even get just the cable sent,True
Beats Pill,149.95,0,Black,2024-09-04,5,"One of the Best Compact Portable SpeakersI picked this up at the Apple Store the other day when trading in my old MacBook for the college promo (Gift card of $150 with purchase). With my gift card, I decided to inquire about the new Beats Pill that they have in store. One of the reasons I went for this item is because it was essentially free for me ($150 speaker + $150 Gift Card = Gift to me). Below is my review:Sound Quality: In the formative years of the Beats Pill, it has been a very popular speaker to consumers who are shopping for a unit that is under the $300 price tag. Just like the Beats headphones, this speaker is very well known to the general public & even further to the audiophiles (Like Myself). My first thoughts of the sound quality were “How is this going to sound?”, “Will this live up to its price?” & “How good is the build quality?”. Needless to say, when I got it up & running, WOW WAS I IMPRESSED!!!!!!This generation of Beats Pill blows every one off its predecessors in the water. The woofer alone is unbelievably powerful with the incorporation of newer & more durable materials. It reproduces great lows along with outstanding mids & highs. As for the tweeter, I believe this was also upgraded. The clarity from the tweeter is exceptional & performs well even at higher volumes.Build: The new build quality is MUCH more advanced than previous models. To start, the speaker is now on a(n) angle to promote better sound distribution throughout your space. The materials used to bring this speaker together feel very durable & solid. In addition to the new build, the speaker offers a plethora of other great features including a(n) IP67 rating, better battery life & a whole new look.Other Comment(s): The only comment I have about this speaker (Which I am sure is correctable by a software update in the near future) is with the on/off function(s). This was a little tricky for me at first, but I eventually figured it out. In order to turn the speaker on/off, you have to hold the power button for 1-3 seconds (I usually do it for 2 seconds & it works). This may be a turn off for some consumers as a lot of people today don’t want to go through the trouble of having to learn how to turn it on/off the right way.Overall: I would say that all in all, this is a great speaker for under $200 if you are in the market for great sound quality, portability & power. I bought the “Statement Red” as the ostentatious or loud red color got my attention & I loved it (I personally like speakers with crazy colors / designs). If you are in the market for one, either buy it here or check it out in person. Needless to say, you won’t be disappointed with this speaker.",False
Beats Pill,149.95,4,Gold,2024-06-29,1,Buggy softwareRandomly turns on and off after 30 to 40 minutes of use,True
Beats Pill,149.95,12,Black,2024-06-28,4,"Bass HeavyAs you can probably tell from the product description heavily focusing on the subwoofer, you won't be surprised to learn that this speaker is very bass heavy. That's fine for songs that complement that kind of sound, but is a determent to anything else. For example listening to an audio book it doesn't sound very good and I actually prefer my phone's built in speaker or a regular set of headphones. There is no EQ feature, even if you download the Beats app. Speaking of the Beats app, it doesn't really have any use. It will tell you battery life, and remind you what the controls are, but that's it. The ""one touch connect"" feature did not work, I had to manually connect in my Bluetooth settings (Android, Samsung Galaxy S20 FE).For controls there are four buttons. A power button, multi-function button (play/pause/next/previous), volume down, and volume up. They are the same color as the speaker, do not light up, and are difficult to see. I initially had some trouble turning it off because you have to hold the power button. However if you don't hold it long enough it just gives you a battery life indicator, hold it too long it goes into pairing mode. You have a 2-3 second window between those two functions to actually get it to turn off.Volume wise, it does get pretty loud. Loud enough to hurt if you're nearby. Bass of course travels well and far, be aware that you will annoy your neighbors if your outside with the volume up. Perhaps even at a mid volume because it is so bass heavy. Not great for apartments because of that, at least if you don't want to be that annoying neighbor.If you have two of these, you can sync them together either to just make them even louder (why would anyone want that? It already hurts at max volume), or as a stereo pair.For the price, I would have preferred a speaker with a more balanced audio profile. For tracks that do emphasize bass though it does sound pretty good. Overall I would classify my annoyances other than the sound profile as minor.",False
Beats Pill,149.95,1,Black,2024-07-10,4,"Not bad for the priceI own a plethora of bluetooth speakers, one even costing 10x this one. But, for a small portable form factor, this pill doesn't sound half bad. It is definitely not my favorite in the sound quality department, but the portability factor makes it a keeper. Right now, I'm testing it on my kitchen window sill and it provides me with adequate sound whilst I rustle up grub for the fam. Highs are clear, mids are punchy, bass is present but it won't knock your socks off. If you're looking for a balance between portability and sound quality, then this might be your ticket at 150$. BUT, if you want better sound quality, save up another 100 bux and you can find a larger (even much larger) speakers that will SA-MOKE this one, but, you WILL sacrifice portability. One issue I found with this speaker is that the rubberized texture on the back is a dust and animal hair magnet. (Two cats and two GSD's...you GSD owners out there know the struggle) It will not wipe clean with your hand, but a very damp paper towel works like a charm.",False
Beats Pill,149.95,1,Black,2024-07-01,5,"Beats pill returned with an amazing and sleek speaker for IOS/ androidThis is a very small and compact speaker, but for its size, it packs a serious punch. It's comparable to the JBL Flip 6. Sure, that speaker has even better bass, but this more complete package for its price, with speakerphone and in my opinion, more sexy design.-The bass is great, and the overall mid and high range is excellent, but I wouldn’t say it’s the best among portable speakers. This is overall a very bass-heavy speaker. I only own the black one, but I’m interested in trying out other models when I get a gold one (because it’s sexy af).-This is definitely the best-looking and sleekest portable speaker. It’s minimal, smooth, and easy to carry around. Sure, for the price, you can argue that you can get a “better” speaker, but what this speaker offers is a well-rounded package: nice sound with great bass, goes well with home decor without sticking out, and minimal with a beautiful design. It's especially easy to access if you're an Apple user. Speakerphone has decent clarity and nice usages in times.-Even though it says 24 hours of battery life, take it with a grain of salt. The fact is, the higher the volume you play, the more battery it consumes because it uses more power in the drivers and woofers to push out bass and sounds. So, don’t complain too much if you see faster drainage than advertised, lol. I play around 60%-70% volume range and very bass heavy songs. so I get about 6 1/2 hours from what I observed. Yours might vary.-The biggest critique I have is that it’s the worst-sounding speaker if you go above 80% volume. The distortion and fuzzy sound are awful. The higher the volume, the less bass you’ll hear, and the highs and mids kick in instead. To be fair, most small speakers are like this anyways. The best volume range I found is 30%-70%, especially 60%, which produces the most balanced bass and highs.In conclusion, if you want a small yet sleek speaker with great sound, then this is for you.By the way, don’t even compare this to the JBL Charge 5. It literally has different usage, and the size difference is there, lmao. A bigger and more expensive speaker can push out more sound and bass, LMAO. So yeah, it’s kind of like comparing apples to pears, lmao. I only say this because so many people compare this to the Charge 5 or other bigger speakers.",False
Beats Pill,149.95,0,Black,2024-09-03,5,"Pairs in stereo while ""Roam"" ing without WIFI!Bought two JBL Flip 6's and was wowed with the excellent sound BUT, will not play Apple TV without sound delay so back they went. Ponied up for Sonos Roam 2 and they sound great as well AND WILL play Apple TV without delay BUT cannot pair in stereo without WIFI so useless if you are at the beach unless you only want mono and one speaker. Enter Beats Pill - it does it all!!",False
Beats Pill,149.95,0,Gold,2024-08-16,5,"Amazing Sound and VersatilityIt’s not just a speaker, but also a portable wireless charger and a great companion for any music lover on the go. The sound from this small speaker is impressive. The bass is rich, and the mids and highs are clear, delivering a full, immersive audio experience. With up to 24 hours of battery life, this speaker lasts through even the longest days. The speaker connects seamlessly with both Apple and Android devices. Pairing is quick and easy, and the connection remains stable without any drops. There is a built-in microphone that is a handy feature for taking calls or using voice commands. The call quality is clear, and the microphone picks up my voice well, even in noisy environments. The Campagne Gold color is sleek, modern, and looks great in any setting.",False
Beats Pill,149.95,0,Black,2024-08-23,5,"Compact and powerful speaker...This Beats Pill speaker is a fantastic portable speaker. It’s compact and easy to take anywhere. It has a detachable lanyard that makes it easy to carry, and a silicone backing for an easy grip. Despite the small size, it delivers powerful sound with good bass and clear highs. I mostly use this out by the pool, so I like the IP67 water rating. It’s been heavily splashed several times, with no ill effects. The battery life is excellent, and easily lasts me through a couple of days of listening. It comes with a USB-C TO USB-C charging cable.I love that this doubles as a speakerphone. I can connect it to my laptop for work calls, and the sound quality is excellent. Beats is a quintessentially Apple product, but don’t let that scare you off if you’re an Android fan like myself. This was simple to connect in my Bluetooth settings with both my Samsung S23 Ultra phone and my Samsung S9 Ultra tablet.",False
Beats Pill,149.95,0,Gold,2024-09-07,5,"Great for the officeI love this Beats Pill. It fits nicely on my desk. It's great quality (has a nice weight to it) and easy to use. It has great sound quality too, especially bass. It connected to my Android music player very easily. Sure, I can listen to music on my computer, but I prefer to have music playing in the background which is not interrupted by computer sounds (same reason I use an Android music player instead of my phone to stream music). Overall, I really like this Beats Pill, and I'm glad I ordered it.",False
Beats Pill,149.95,1,Red,2024-07-13,5,"The Pill punches far above it's weight class!!Beats Pill (2024) is a high quality product, from the Apple'esque packaging, to the incredible sound output from this small [tiny?] Bluetooth speaker. Incredibly easy to use, connect via Bluetooth and your off to the races.This speaker is about the diameter of a Coke can, albeit longer. It has a pre-attached teather that seems strong enough. Claims to be IP67 water resistant. It comes with a small instruction manual and a USB-C charging cable (USB-C YAY!!!). They claim the battery life is 24 hrs, and it may well be as we've been evaluating it for about a week off and on every day and it's still going strong.I tested it via Bluetooth, mainly streaming via Apple Music, and or it's size it packs quite a punch! Decent mids and highs, and it has bass! Not tons of bass [expected for it's size, it's just physics), but it's decent, if not exceptional given the size of this, but that is expected of any Beats branded speaker product, and this one doesn't disappoint! Another neat feature is that it allows the pairing to two Pill units for stereo music. It's easy to control, there are four buttons: power button, multi-function button (play/pause/next/previous), volume down, and volume up.I really like It also has a built-in mic so you can use it as a speaker phone as well, and it works pretty good.In summary, for the price, compared to other ""party"" speakers around the same price class, the Pill punches far above it's weight class, feature sound clarity with decent bass, lots of volume, and simplicity in design as we've come to expect from Beats. While maybe not the cheapest ""party"" speaker out there, it is among one of the best, if not the best, in it's price class.",False
Beats Pill,149.95,0,Black,2024-07-28,5,"Beats is BACK!Look, don't tell Dr. Dre this but I really wanted a new Beats Pill as my dedicated shower speaker. Just something I can set on the shelf by the shower and jam out to without worrying about it getting wet. I misplaced my old one years ago and I always liked the pill shaped form factor.Fast forward to 2024, and we have a brand new Beats Pill that is redesigned from the old model. You still get the pill shape, but now there's some nice updates like the lossless type C listening, improved bass drivers and larger battery capacity...about of days worth of Beats now!The packaging and design are definitely exquisite...it is an Apple product, and it shows in the design and style. There's support for both Apple and Android too which is nice.Sound quality is superb as expected too. Sharp highs and nice thick, booming bass. It definitely leans to a heavier bass sound, which is fine as the end result is still really balanced and crisp.The verdict? A triumphant return for the Beats Pill 🔥",False
Beats Pill,149.95,0,Gold,2024-08-15,5,And can be tracked! One less thing to loseSo got the new beats pill to replace my old Bluetooth speaker and it’s night and day difference. The sound is clear and loud. The bass is rich without being to over-powered and muffling the rest of the music. Real sturdy build. Rated high against dirt and water which is perfect for taking to the beach. Love this purchase.,False
Beats Pill,149.95,0,Gold,2024-08-09,5,"great sound!! WOW!This little speaker has power. It's deep, krisp bass is my favorite. Everything sounds amazing through this speaker. I like that it is part of the apple family and I can easily move from one device to another quickly and seamlessly.The only minor thing i dont like is that the buttons are a little confusing. there are only 4 of them but you access certain features by long pressing or pressing combinations of buttons which is just unnecessarily complicated. I understand the reason why- its inline with the clean minimalist aesthetic that Steve Jobs expected of all apple products . Even though these are not apple branded they are clearly still part of apples extended family of accessories...",False
Beats Pill,149.95,0,Black,2024-08-20,5,"Quality Sound.I ordered this for use at work.I used to listen to podcasts and music via my phone.I didn't know how average the sound was until I hooked up this Beats Pill as my bluetooth speaker.The sound is so superior. I can never go back to the old, tinny sound of my phone.Very satisfied.",False
Beats Pill,149.95,0,Gold,2024-08-15,5,So much from such a small speakerThis is a great speaker and speakerphone. My old JBL speaker didn't have a mic. a nice addition and better sound then my old flip5. Waterproof and powerful. Looks slick and doesn't feel like it will be damaged in my backpack. Still on the first charge,False
Beats Pill,149.95,0,Black,2024-08-06,5,"WOW! this is a must!First, this was an amazing find. All of our headphones are Beats and the boomboxes JBL, so this is a first for me. Let me start by saying, this beat pill sounds amazing and better than my bigger than the pill jbl. Is worth every penny. I love listening to music and I always need a speaker close by, I even wear headphones to work because I need music. This little pill, sounds amazing even in the open patio. This is def my new favorite speaker. Highly recommend.",False
Beats Pill,149.95,0,Black,2024-06-30,5,"HUGE audio punch in a small package - just what you expect from Beats!Beats has long been popular for producing audio products - headphones, earbuds, speakers and so on - with great sound that are loud and pack a punch in the form of ""boosted"" bass notes. In that case, this new Pill wireless speaker is more of the same great recipe. In a fairly compact form factor you get a Bluetooth speaker (it can connect with any Bluetooth device though the documentation is focused rightfully on what most people will do - either Apple or Android phones) that gets VERY loud with VERY rich/boosted bass. The audio is also clear for things like spoken word, so that's a positive overall.Outside of that, the Pill is water resistant (not waterproof, so don't drop it in the pool or leave it out in a thunderstorm, but it's okay - probably - if it gets splashed a bit or drizzled on somewhat - meaning that it's great for outdoor parties given the volume) and has solid battery life. I do like that it can act as a portable battery bank, charging phones if you need to. It's not the primary function, but it's nice to see manufactures add value-added extra functionality that doesn't require any extra accessories or things to carry along. The Pill appears to be very well-built and should prove quite durable. As an added bonus, all the packaging is recyclable - kudos to Beats on that!So if you like your music loud and bass heavy, then this is the wireless speaker for you. If that's the case, give it a try today!",False
Beats Pill,149.95,0,Black,2024-07-31,5,Great speakerI bought this speaker off of Apple online in the statement red! The color is beautiful and the sound it puts out is amazing !,False
Beats Pill,149.95,0,Red,2024-07-08,5,portable sizeLots of sound packed in a small speaker! The size of the speaker is slightly smaller than I anticipated but it does not reduce the amount of sound that comes out if it. The speaker's texture is smooth and the red is very eye-popping. Super easy to link to my phone. I was able to get it up and running within a minute. The buttons are very intuitive. The charge head is on the back which allows us to continue using the speaker while it's being charged. Charge time is relatively short and battery lasts for hours. I love that there's an auto power down feature so the batter doesn't drain when you forget to turn off the speaker.,False
Beats Pill,149.95,0,Black,2024-07-05,5,"Overpriced IMO, but excellent sound qualityWith any product that is this new, it's difficult to tell how enduring the battery life will be over the months and years. Thus far, the performance has been amicable and I'm pleased with how the sound from this modestly sized speaker fills my living room. Even outdoors, the sound carries but doesn't blow out everything else around it. I've had plenty of bluetooth speakers over the years, and this one is near the top for most important factors such as sound quality, battery life, connectivity, and water resistance. It's a perfect little beach speaker! Connects immediately with mine and my spouse's Android phones; can't say for iPhones.",False
Beats Pill,149.95,0,Gold,2024-07-08,5,"Exactly as expected - GreatI have always been a fan of Beats products and they are well known for being high quality so this newest version of the Beats pill did not disappoint. It sounds great, it can get very loud for just a small little speaker and has very clear sound with exceptional bass woofer. It has a long battery life, charges very quickly and an updated USB-C charging port. It also comes with a code for a free trial of Apple Music and the option to add Apple Care+ and the option to add it to Find My device through Apple.",False
Beats Pill,149.95,0,Red,2024-06-28,5,Sounds greatI am kind of a music snob so I am pretty picky with speakers. For the size of this thing I am not sure I could ask for better. I have a list of songs that I listen to on any new speakers or headphones that I get. I want to hear every note from every instrument and the vocals. I want every thing to be be crisp and clear. If I cant adjust my eq to make that happen (different songs have different settings) then I dont keep it.This little speaker just sounds good. I have had beats products before and was happy with them. This is probably my favorite. It is super easy to connect to my samsung s24 ultra. As soon as I turned it on a notification showed on my phone asking if I wanted to connect it. It sent me to the play store to download the app for it and then I was listening to music.Super easy to connect. Looks great (I have the red one). Sounds really good. Definitely 5 stars.,False
Beats Pill,149.95,0,Gold,2024-07-02,5,"Excellent portable, wireless speaker - and stylishLove the Beats Pill. Easily connected to my (Android) Pixel 7 Pro via Bluetooth. Good battery life. Lightweight - very easy to carry to different rooms or garage, wherever you are working/hanging out. I like the stylish but minimalist look. Got the tan so it wouldn't show dust like black would (the red looks great but I wanted a speaker to sit on a bookshelf and not stand out too much.) It is great that it works with both Android and iOs - I have music and audio books on both my iPad and Pixel 7 Pro phone, so this is very convenient. Highly recommended.",False
Beats Pill,149.95,0,Black,2024-07-02,5,"The best portable speaker ever!I almost don't even know how to describe how good this speaker sounds!100 watts is crazy for this small of a speaker! It sounds so good!The base is deep and the sound is smooth. Really great quality and it's definitely durable! I love the silicone base as I have small children. (It's been picked up and dropped a few times lol)It connects to all of my devices, no problems.An investment in a high quality speaker that will last for years, definitely worth every penny!",False
Beats Pill,149.95,0,Black,2024-07-05,5,"Great portable speakerThis Bluetooth speaker has surprisingly good sound for a portable speaker. The bass is even pretty good, punchy, just a little muddy sounding, but better than other brands I’ve used. I like the clean matte black look, though the silicone does attract a lot of dust. So far, the battery life and range seem good.",False
